schema_version,reference_id,style_id,target_char,image_path,source_type,source_url,source_license,source_work_id,source_version,bbox_left,bbox_top,bbox_right,bbox_bottom,author_id,script_style,is_synthetic,review_status,reviewer,review_date,notes
1,ouyang_xun_regular_calli_tongji_beta:4e8e:b03c333ba626,ouyang_xun_regular_calli_tongji_beta,于,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/于_b03c333ba626.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/于.png
1,ouyang_xun_regular_calli_tongji_beta:4e8f:49e7a72e88ed,ouyang_xun_regular_calli_tongji_beta,亏,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/亏_49e7a72e88ed.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/亏.png
1,ouyang_xun_regular_calli_tongji_beta:4ea7:3c1046633b36,ouyang_xun_regular_calli_tongji_beta,产,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/产_3c1046633b36.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/产.png
1,ouyang_xun_regular_calli_tongji_beta:4eae:716778b42f72,ouyang_xun_regular_calli_tongji_beta,亮,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/亮_716778b42f72.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/亮.png
1,ouyang_xun_regular_calli_tongji_beta:4eba:7e9c402ca84a,ouyang_xun_regular_calli_tongji_beta,人,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/人_7e9c402ca84a.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/人.png
1,ouyang_xun_regular_calli_tongji_beta:4ed5:94c05b99591a,ouyang_xun_regular_calli_tongji_beta,仕,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/仕_94c05b99591a.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/仕.png
1,ouyang_xun_regular_calli_tongji_beta:4ee3:d8f8c651831f,ouyang_xun_regular_calli_tongji_beta,代,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/代_d8f8c651831f.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/代.png
1,ouyang_xun_regular_calli_tongji_beta:4f1f:a8a8f38a0dc8,ouyang_xun_regular_calli_tongji_beta,伟,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/伟_a8a8f38a0dc8.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/伟.png
1,ouyang_xun_regular_calli_tongji_beta:4f5b:a843f5700273,ouyang_xun_regular_calli_tongji_beta,佛,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/佛_a843f5700273.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/佛.png
1,ouyang_xun_regular_calli_tongji_beta:4f7b:377fc958a721,ouyang_xun_regular_calli_tongji_beta,佻,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/佻_377fc958a721.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/佻.png
1,ouyang_xun_regular_calli_tongji_beta:501f:379e825a5cd0,ouyang_xun_regular_calli_tongji_beta,借,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/借_379e825a5cd0.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/借.png
1,ouyang_xun_regular_calli_tongji_beta:505c:0897b7e5055e,ouyang_xun_regular_calli_tongji_beta,停,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/停_0897b7e5055e.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/停.png
1,ouyang_xun_regular_calli_tongji_beta:506d:2cd39c428df8,ouyang_xun_regular_calli_tongji_beta,偭,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/偭_2cd39c428df8.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/偭.png
1,ouyang_xun_regular_calli_tongji_beta:50da:d53f6c3cf01e,ouyang_xun_regular_calli_tongji_beta,僚,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/僚_d53f6c3cf01e.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/僚.png
1,ouyang_xun_regular_calli_tongji_beta:510c:9fedf9dd6f6f,ouyang_xun_regular_calli_tongji_beta,儌,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/儌_9fedf9dd6f6f.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/儌.png
1,ouyang_xun_regular_calli_tongji_beta:5188:f74523ba25ab,ouyang_xun_regular_calli_tongji_beta,冈,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/冈_f74523ba25ab.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/冈.png
1,ouyang_xun_regular_calli_tongji_beta:518a:fb1de01f4cb7,ouyang_xun_regular_calli_tongji_beta,冊,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/冊_fb1de01f4cb7.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/冊.png
1,ouyang_xun_regular_calli_tongji_beta:523a:dad6d6a0c22c,ouyang_xun_regular_calli_tongji_beta,刺,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/刺_dad6d6a0c22c.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/刺.png
1,ouyang_xun_regular_calli_tongji_beta:5251:f635bc84cf6f,ouyang_xun_regular_calli_tongji_beta,剑,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/剑_f635bc84cf6f.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/剑.png
1,ouyang_xun_regular_calli_tongji_beta:5278:bdcb87adb816,ouyang_xun_regular_calli_tongji_beta,剸,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/剸_bdcb87adb816.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/剸.png
1,ouyang_xun_regular_calli_tongji_beta:529f:e1608551c499,ouyang_xun_regular_calli_tongji_beta,功,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/功_e1608551c499.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/功.png
1,ouyang_xun_regular_calli_tongji_beta:52c3:ae87962c0171,ouyang_xun_regular_calli_tongji_beta,勃,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/勃_ae87962c0171.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/勃.png
1,ouyang_xun_regular_calli_tongji_beta:52d1:00fe11b73412,ouyang_xun_regular_calli_tongji_beta,勑,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/勑_00fe11b73412.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/勑.png
1,ouyang_xun_regular_calli_tongji_beta:52d9:58c19f36a155,ouyang_xun_regular_calli_tongji_beta,務,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/務_58c19f36a155.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/務.png
1,ouyang_xun_regular_calli_tongji_beta:5321:5de6792da0a8,ouyang_xun_regular_calli_tongji_beta,匡,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/匡_5de6792da0a8.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/匡.png
1,ouyang_xun_regular_calli_tongji_beta:534f:a59e58f63b8b,ouyang_xun_regular_calli_tongji_beta,协,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/协_a59e58f63b8b.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/协.png
1,ouyang_xun_regular_calli_tongji_beta:5351:f76ca814960d,ouyang_xun_regular_calli_tongji_beta,卑,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/卑_f76ca814960d.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/卑.png
1,ouyang_xun_regular_calli_tongji_beta:5373:757a64cd4a6e,ouyang_xun_regular_calli_tongji_beta,即,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/即_757a64cd4a6e.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/即.png
1,ouyang_xun_regular_calli_tongji_beta:538c:b8dfd11a5647,ouyang_xun_regular_calli_tongji_beta,厌,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/厌_b8dfd11a5647.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/厌.png
1,ouyang_xun_regular_calli_tongji_beta:53c2:bbb93a38255f,ouyang_xun_regular_calli_tongji_beta,参,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/参_bbb93a38255f.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/参.png
1,ouyang_xun_regular_calli_tongji_beta:53da:190edcbb156c,ouyang_xun_regular_calli_tongji_beta,叚,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/叚_190edcbb156c.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/叚.png
1,ouyang_xun_regular_calli_tongji_beta:541e:21c39fb8e65a,ouyang_xun_regular_calli_tongji_beta,吞,images/calli_tongji_beta/ouyang_xun_regular_calli_tongji_beta/吞_21c39fb8e65a.png,official_open_dataset,https://www.modelscope.cn/datasets/CalliTongji/Calli-Tongji_A_Dataset_of_Historical_Calligraphy_Styles,CC-BY-NC-4.0,calli_tongji_beta,sha256:bae995df68a3469fe486939dd42b209145ab56d10f580990380e25dcf9e2fbe9,0,0,256,256,ouyang_xun,kaishu,false,approved,刘小凡,2026-07-27,Imported from 欧阳询-楷; source member: Calli-Tongji/欧阳询-楷/吞.png
