"schema_version","data_version","sample_id","char_id","char_name","sample_index","source_id","writer_id","sample_dir","image_path","image_width","image_height","stacked_mask_path","stacked_mask_shape","vec1_path","vec2_path","vec3_path","vec4_path","vec5_path","keypoint_path","vec1_shape","vec2_shape","vec3_shape","vec4_shape","vec5_shape","keypoint_shape","has_all_masks","split_group_key","errors"
"1","legacy_gt_identity_v1","12/4","12","","4","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","4",""
"1","legacy_gt_identity_v1","12/5","12","","5","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","5",""
"1","legacy_gt_identity_v1","12/6","12","","6","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","6",""
"1","legacy_gt_identity_v1","12/7","12","","7","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","7",""
"1","legacy_gt_identity_v1","12/8","12","","8","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","8",""
"1","legacy_gt_identity_v1","12/9","12","","9","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","9",""
"1","legacy_gt_identity_v1","13/0","13","","0","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","13/0",""
"1","legacy_gt_identity_v1","13/1","13","","1","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","1",""
"1","legacy_gt_identity_v1","13/10","13","","10","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","10",""
"1","legacy_gt_identity_v1","13/11","13","","11","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","11",""
"1","legacy_gt_identity_v1","13/12","13","","12","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","12",""
"1","legacy_gt_identity_v1","13/13","13","","13","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","13",""
"1","legacy_gt_identity_v1","13/14","13","","14","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","14",""
"1","legacy_gt_identity_v1","13/15","13","","15","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","15",""
"1","legacy_gt_identity_v1","13/16","13","","16","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","16",""
"1","legacy_gt_identity_v1","13/17","13","","17","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","17",""
"1","legacy_gt_identity_v1","13/18","13","","18","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","18",""
"1","legacy_gt_identity_v1","13/19","13","","19","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","19",""
"1","legacy_gt_identity_v1","13/2","13","","2","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","2",""
"1","legacy_gt_identity_v1","13/20","13","","20","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","20",""
"1","legacy_gt_identity_v1","13/3","13","","3","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","3",""
"1","legacy_gt_identity_v1","13/4","13","","4","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","4",""
"1","legacy_gt_identity_v1","13/5","13","","5","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","5",""
"1","legacy_gt_identity_v1","13/6","13","","6","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","6",""
"1","legacy_gt_identity_v1","13/7","13","","7","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","7",""
"1","legacy_gt_identity_v1","13/8","13","","8","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","8",""
"1","legacy_gt_identity_v1","13/9","13","","9","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","9",""
"1","legacy_gt_identity_v1","14/0","14","","0","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","14/0",""
"1","legacy_gt_identity_v1","14/1","14","","1","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","1",""
"1","legacy_gt_identity_v1","14/10","14","","10","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","10",""
"1","legacy_gt_identity_v1","14/11","14","","11","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","11",""
"1","legacy_gt_identity_v1","14/12","14","","12","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","12",""
"1","legacy_gt_identity_v1","14/13","14","","13","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","13",""
"1","legacy_gt_identity_v1","14/14","14","","14","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","14",""
"1","legacy_gt_identity_v1","14/15","14","","15","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","15",""
"1","legacy_gt_identity_v1","14/16","14","","16","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","16",""
"1","legacy_gt_identity_v1","14/17","14","","17","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","17",""
"1","legacy_gt_identity_v1","14/18","14","","18","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","18",""
"1","legacy_gt_identity_v1","14/19","14","","19","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","19",""
"1","legacy_gt_identity_v1","14/2","14","","2","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","2",""
"1","legacy_gt_identity_v1","14/20","14","","20","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","20",""
"1","legacy_gt_identity_v1","14/3","14","","3","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","3",""
"1","legacy_gt_identity_v1","14/4","14","","4","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","4",""
"1","legacy_gt_identity_v1","14/5","14","","5","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","5",""
"1","legacy_gt_identity_v1","14/6","14","","6","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","6",""
"1","legacy_gt_identity_v1","14/7","14","","7","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","7",""
"1","legacy_gt_identity_v1","14/8","14","","8","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","8",""
"1","legacy_gt_identity_v1","14/9","14","","9","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","9",""
"1","legacy_gt_identity_v1","15/0","15","","0","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","15/0",""
"1","legacy_gt_identity_v1","15/1","15","","1","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","1",""
"1","legacy_gt_identity_v1","15/10","15","","10","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","10",""
"1","legacy_gt_identity_v1","15/11","15","","11","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","11",""
"1","legacy_gt_identity_v1","15/12","15","","12","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","12",""
"1","legacy_gt_identity_v1","15/13","15","","13","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","13",""
"1","legacy_gt_identity_v1","15/14","15","","14","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","14",""
"1","legacy_gt_identity_v1","15/15","15","","15","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","15",""
"1","legacy_gt_identity_v1","15/16","15","","16","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","16",""
"1","legacy_gt_identity_v1","15/17","15","","17","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","17",""
"1","legacy_gt_identity_v1","15/18","15","","18","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","18",""
"1","legacy_gt_identity_v1","15/19","15","","19","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","19",""
"1","legacy_gt_identity_v1","15/2","15","","2","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","2",""
"1","legacy_gt_identity_v1","15/20","15","","20","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","20",""
"1","legacy_gt_identity_v1","15/3","15","","3","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","3",""
"1","legacy_gt_identity_v1","15/4","15","","4","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","4",""
"1","legacy_gt_identity_v1","15/5","15","","5","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","5",""
"1","legacy_gt_identity_v1","15/6","15","","6","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","6",""
"1","legacy_gt_identity_v1","15/7","15","","7","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","7",""
"1","legacy_gt_identity_v1","15/8","15","","8","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","8",""
"1","legacy_gt_identity_v1","15/9","15","","9","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","9",""
"1","legacy_gt_identity_v1","16/0","16","","0","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","16/0",""
"1","legacy_gt_identity_v1","16/1","16","","1","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","1",""
"1","legacy_gt_identity_v1","16/10","16","","10","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","10",""
"1","legacy_gt_identity_v1","16/11","16","","11","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","11",""
"1","legacy_gt_identity_v1","16/12","16","","12","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","12",""
"1","legacy_gt_identity_v1","16/13","16","","13","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","13",""
"1","legacy_gt_identity_v1","16/14","16","","14","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","14",""
"1","legacy_gt_identity_v1","16/15","16","","15","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","15",""
"1","legacy_gt_identity_v1","16/16","16","","16","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","16",""
"1","legacy_gt_identity_v1","16/17","16","","17","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","17",""
"1","legacy_gt_identity_v1","16/18","16","","18","","","","","500","500","","500x500x6","","","","","","","500x500","500x500","500x500","500x500","500x500","500x500","true","18",""
